FlareLabel,Prediction,PredictionProbability
0,0,0.4329766631126404
0,0,0.26499277353286743
0,0,0.37945282459259033
0,0,0.185169517993927
0,0,0.02276510000228882
0,0,0.021112799644470215
0,0,0.016373038291931152
0,0,0.005117535591125488
0,0,0.007013857364654541
0,0,0.008523046970367432
0,0,0.008728861808776855
0,0,0.008915305137634277
0,0,0.007916927337646484
0,0,0.0113908052444458
0,0,0.010424256324768066
0,0,0.012055516242980957
0,0,0.010383248329162598
0,0,0.016649305820465088
0,0,0.021075665950775146
0,0,0.03002023696899414
0,0,0.02301841974258423
0,0,0.022074103355407715
0,0,0.014297068119049072
0,0,0.008318483829498291
0,0,0.003981411457061768
0,0,0.0015677809715270996
0,0,0.0007284283638000488
0,0,0.0005324482917785645
0,0,0.0006412863731384277
0,0,0.0011215806007385254
0,0,0.0014844536781311035
0,0,0.0013849735260009766
0,0,0.0015932917594909668
0,0,0.0012433528900146484
0,0,0.0011243224143981934
0,0,0.0008812546730041504
0,0,0.0008668303489685059
0,0,0.0012453794479370117
0,0,0.004967093467712402
0,0,0.003930330276489258
0,0,0.004175424575805664
0,0,0.00591510534286499
0,0,0.009225547313690186
0,0,0.010414421558380127
0,0,0.007128655910491943
0,0,0.005355238914489746
0,0,0.0038445591926574707
0,0,0.0025521516799926758
0,0,0.001727461814880371
0,0,0.0013638138771057129
0,0,0.0008987188339233398
0,0,0.0006946325302124023
0,0,0.0008061528205871582
0,0,0.001017153263092041
0,0,0.0015682578086853027
0,0,0.002460956573486328
0,0,0.0029792189598083496
0,0,0.002842545509338379
0,0,0.0021368861198425293
0,0,0.0013099312782287598
0,0,0.0007081031799316406
0,0,0.0005599856376647949
0,0,0.0005620121955871582
0,0,0.0005950927734375
0,0,0.0006677508354187012
0,0,0.0007622241973876953
0,0,0.000844120979309082
0,0,0.0008507966995239258
0,0,0.0009024143218994141
0,0,0.0010774731636047363
0,0,0.0012416839599609375
0,0,0.0013927817344665527
0,0,0.0018491148948669434
0,0,0.0023381710052490234
0,0,0.0026850104331970215
0,0,0.0025034546852111816
0,0,0.0022006630897521973
0,0,0.002029597759246826
0,0,0.002289295196533203
0,0,0.0020432472229003906
0,0,0.0015347003936767578
0,0,0.0009850263595581055
0,0,0.0008193850517272949
0,0,0.0007709264755249023
0,0,0.0007053613662719727
0,0,0.0006896257400512695
0,0,0.0007306933403015137
0,0,0.0007764101028442383
0,0,0.0005542635917663574
0,0,0.00024336576461791992
0,0,0.00036716461181640625
0,0,0.001992166042327881
0,0,0.0049378275871276855
0,0,0.004538118839263916
0,0,0.0036997199058532715
0,0,0.013508796691894531
0,0,0.031269967555999756
0,0,0.05001789331436157
0,0,0.03590500354766846
0,0,0.03379088640213013
0,0,0.03321731090545654
0,0,0.03699582815170288
0,0,0.011944353580474854
0,0,0.0020445585250854492
0,0,0.00039583444595336914
0,0,0.0006009340286254883
0,0,0.0018164515495300293
0,0,0.0010957717895507812
0,0,0.0029022693634033203
0,0,0.02235257625579834
0,0,0.20356684923171997
0,0,0.30294615030288696
0,0,0.30294615030288696
0,0,0.4227520823478699
0,0,0.23277175426483154
0,0,0.10843855142593384
0,0,0.07303690910339355
0,0,0.060933589935302734
0,0,0.003615736961364746
0,0,0.03192657232284546
0,0,0.07562834024429321
0,0,0.06336063146591187
0,0,0.057002127170562744
0,0,0.05651819705963135
0,0,0.05628561973571777
0,0,0.05524724721908569
0,0,0.053348660469055176
0,0,0.051809847354888916
0,0,0.05133694410324097
0,0,0.0447155237197876
0,0,0.03898429870605469
0,0,0.03809213638305664
0,0,0.03898119926452637
0,0,0.04035252332687378
0,0,0.03590953350067139
0,0,0.03656470775604248
0,0,0.05735713243484497
0,0,0.06888329982757568
0,0,0.06689733266830444
0,0,0.06180602312088013
0,0,0.0560990571975708
0,0,0.04326939582824707
0,0,0.03841280937194824
0,0,0.03489786386489868
0,0,0.03379124402999878
0,0,0.03391587734222412
0,0,0.030521094799041748
0,0,0.028254806995391846
0,0,0.029622375965118408
0,0,0.013712942600250244
0,0,0.01563131809234619
0,0,0.021572113037109375
0,0,0.027966737747192383
0,0,0.026037991046905518
0,0,0.026676714420318604
0,0,0.05988961458206177
0,0,0.118358314037323
0,0,0.16063851118087769
0,0,0.11887305974960327
0,0,0.1276148557662964
0,0,0.09583878517150879
0,0,0.05807572603225708
0,0,0.04624176025390625
0,0,0.03833991289138794
0,0,0.030117154121398926
0,0,0.025754094123840332
0,0,0.023422539234161377
0,0,0.02276521921157837
0,0,0.022753119468688965
0,0,0.025702714920043945
0,0,0.0008310079574584961
0,0,0.0006139278411865234
0,0,0.0005713105201721191
0,0,0.0016592741012573242
0,0,0.0013877153396606445
0,0,0.0012598633766174316
0,0,0.001417398452758789
0,0,0.0013129115104675293
0,0,0.0013688206672668457
0,0,0.0013006925582885742
0,0,0.001282811164855957
0,0,0.0014354586601257324
0,0,0.0015076398849487305
0,0,0.0014181137084960938
0,0,0.0013692975044250488
0,0,0.0006580948829650879
0,0,0.0008098483085632324
0,0,0.0007709264755249023
0,0,0.0006860494613647461
0,0,0.0016857385635375977
0,0,0.0022106170654296875
0,0,0.0025626420974731445
0,0,0.002492845058441162
0,0,0.0021480321884155273
0,0,0.003102421760559082
0,0,0.001134037971496582
0,0,0.0009509921073913574
0,0,0.0010306835174560547
0,0,0.0010818243026733398
0,0,0.0011382102966308594
0,0,0.0011263489723205566
0,0,0.0010858774185180664
0,0,0.0011489391326904297
0,0,0.001460433006286621
0,0,0.0019918084144592285
0,0,0.0023308396339416504
0,0,0.002122163772583008
0,0,0.0014208555221557617
0,0,0.0017538070678710938
0,0,0.0018377900123596191
0,0,0.0014126300811767578
0,0,0.0017094016075134277
0,0,0.0037108659744262695
0,0,0.021161675453186035
0,0,0.04691314697265625
0,0,0.020113110542297363
0,0,0.03750699758529663
0,0,0.07168459892272949
0,0,0.4407868981361389
0,1,0.7328550815582275
0,1,0.772298201918602
0,1,0.9297081306576729
0,1,0.9927246151492
0,1,0.9745364561676979
0,1,0.9180269911885262
0,1,0.5877450406551361
0,1,0.6478472650051117
0,1,0.6701020002365112
0,1,0.9270381778478622
0,1,0.8821371123194695
0,0,0.38242536783218384
0,1,0.7235181629657745
0,1,0.9116936698555946
0,1,0.9599208831787109
0,1,0.9759206082671881
0,1,0.9138298481702805
0,0,0.012616932392120361
0,0,0.006907463073730469
0,0,0.006938040256500244
0,0,0.006361901760101318
0,0,0.0024170875549316406
0,0,0.0009201765060424805
0,0,0.002298295497894287
0,0,0.003257930278778076
0,0,0.006443321704864502
0,0,0.03809159994125366
0,0,0.038168907165527344
0,0,0.007262766361236572
0,0,0.006440937519073486
0,0,0.039068520069122314
0,0,0.047545671463012695
0,0,0.04226326942443848
0,0,0.03739476203918457
0,0,0.021627962589263916
0,0,0.018292725086212158
0,0,0.017348945140838623
0,0,0.012158095836639404
0,0,0.014705538749694824
0,0,0.04242211580276489
0,0,0.10873806476593018
0,0,0.2139912247657776
0,0,0.23799407482147217
0,0,0.23890990018844604
0,0,0.2149031162261963
0,0,0.13200664520263672
0,0,0.21273726224899292
0,0,0.18537920713424683
0,0,0.1639605164527893
0,0,0.1368146538734436
0,0,0.10756129026412964
0,0,0.08068811893463135
0,0,0.053548455238342285
0,0,0.09365874528884888
0,0,0.11974972486495972
0,0,0.09263533353805542
0,0,0.06374919414520264
0,0,0.048557162284851074
0,0,0.034184157848358154
0,0,0.02228260040283203
0,0,0.0182839035987854
0,0,0.024782657623291016
0,0,0.006154835224151611
0,0,0.005724489688873291
0,0,0.004045844078063965
0,0,0.004062771797180176
0,0,0.004304409027099609
0,0,0.0034894347190856934
0,0,0.0025034546852111816
0,0,0.0017188787460327148
0,0,0.001104593276977539
0,0,0.0009028911590576172
0,0,0.0007303357124328613
0,0,0.0010109543800354004
0,0,0.0015651583671569824
0,0,0.002567589282989502
0,0,0.003452122211456299
0,0,0.0014728307723999023
0,0,0.001249074935913086
0,0,0.0010519623756408691
0,0,0.0009469389915466309
0,0,0.000632941722869873
0,0,0.0004221796989440918
0,0,0.0003813505172729492
0,0,0.00043910741806030273
0,0,0.0004894733428955078
0,0,0.00042754411697387695
0,0,0.00037801265716552734
0,0,0.00032889842987060547
0,0,0.0002709031105041504
0,0,0.00028628110885620117
0,0,0.000335693359375
0,0,0.00031363964080810547
0,0,0.00027185678482055664
0,0,0.000253140926361084
0,0,0.00022047758102416992
0,0,0.0002225041389465332
0,0,0.00020951032638549805
0,0,0.0002015233039855957
0,0,0.0001811385154724121
0,0,0.00017946958541870117
0,0,0.00018030405044555664
0,0,0.00018411874771118164
0,0,0.00018209218978881836
0,0,0.0001799464225769043
0,0,0.00018614530563354492
0,0,0.00018399953842163086
0,0,0.0001767277717590332
0,0,0.00017374753952026367
0,0,0.0001748204231262207
0,0,0.00017589330673217773
0,0,0.00017911195755004883
0,0,0.00024944543838500977
0,0,0.0002471804618835449
0,0,0.0002205967903137207
0,0,0.00021117925643920898
0,0,0.00019556283950805664
0,0,0.0002022385597229004
0,0,0.0002288222312927246
0,0,0.0002804398536682129
0,0,0.000394284725189209
0,0,0.0003370046615600586
0,0,0.00021010637283325195
0,0,0.00020140409469604492
0,0,0.0001944899559020996
0,0,0.00018602609634399414
0,0,0.00018447637557983398
0,0,0.00018173456192016602
0,0,0.00018209218978881836
0,0,0.00018459558486938477
0,0,0.00018471479415893555
0,0,0.00018531084060668945
0,0,0.00018769502639770508
0,0,0.00019675493240356445
0,0,0.00020128488540649414
0,0,0.00020009279251098633
0,0,0.00019246339797973633
0,0,0.0001990199089050293
0,0,0.00021761655807495117
0,0,0.00022774934768676758
0,0,0.0002548098564147949
0,0,0.0003274679183959961
0,0,0.0003603696823120117
0,0,0.00036537647247314453
0,0,0.00044649839401245117
0,0,0.00046825408935546875
0,0,0.0004799365997314453
0,0,0.00043064355850219727
0,0,0.00035560131072998047
0,0,0.00025790929794311523
0,0,0.00020736455917358398
0,0,0.00024837255477905273
0,0,0.00025027990341186523
0,0,0.00025147199630737305
0,0,0.0002754330635070801
0,0,0.000253140926361084
0,0,0.00023859739303588867
0,0,0.00021845102310180664
0,0,0.0002345442771911621
0,0,0.00024634599685668945
0,0,0.0003402233123779297
0,0,0.0004203915596008301
0,0,0.0007200837135314941
0,0,0.000989079475402832
0,0,0.0015290379524230957
0,0,0.0014322996139526367
0,0,0.0008022189140319824
0,0,0.0004754066467285156
0,0,0.0003345012664794922
0,0,0.0003014802932739258
0,0,0.00029414892196655273
0,0,0.0002968907356262207
0,0,0.011018633842468262
0,0,0.013118624687194824
0,0,0.011278033256530762
0,0,0.004284083843231201
0,0,0.0031566619873046875
0,0,0.0014390349388122559
0,0,0.0007066726684570312
0,0,0.0005434155464172363
0,0,0.0002849698066711426
0,0,0.00032579898834228516
0,0,0.0010550618171691895
0,0,0.0007674694061279297
0,0,0.0005633234977722168
0,0,0.00039333105087280273
0,0,0.0003552436828613281
0,0,0.0003260374069213867
0,0,0.00033652782440185547
0,0,0.00035321712493896484
0,0,0.0003845691680908203
0,0,0.0003992915153503418
0,0,0.00031173229217529297
0,0,0.0002620816230773926
0,0,0.00027674436569213867
0,0,0.0003148317337036133
0,0,0.0003679990768432617
0,0,0.0003820657730102539
0,0,0.00035178661346435547
0,0,0.0003445148468017578
0,0,0.00043910741806030273
0,0,0.0005398392677307129
0,0,0.0005869865417480469
0,0,0.0006387829780578613
0,0,0.0005590319633483887
0,0,0.00048828125
0,0,0.00033473968505859375
0,0,0.0002129673957824707
0,0,0.00020581483840942383
0,0,0.00020962953567504883
0,0,0.0002295374870300293
0,0,0.00019735097885131836
0,0,0.00019818544387817383
0,0,0.00020271539688110352
0,0,0.00020295381546020508
0,0,0.00020056962966918945
0,0,0.00022345781326293945
0,0,0.00023156404495239258
0,0,0.0002219080924987793
0,0,0.00021141767501831055
0,0,0.0002136826515197754
0,0,0.00019997358322143555
0,0,0.00018459558486938477
0,0,0.00017154216766357422
0,0,0.000171661376953125
0,0,0.0001704692840576172
0,0,0.00017261505126953125
0,0,0.00017577409744262695
0,0,0.00017982721328735352
0,0,0.0001881718635559082
0,0,0.00018578767776489258
0,0,0.00018280744552612305
0,0,0.00017780065536499023
0,0,0.00018292665481567383
0,0,0.00020545721054077148
0,0,0.00020307302474975586
0,0,0.0001952052116394043
0,0,0.00019782781600952148
0,0,0.0001977086067199707
0,0,0.00019818544387817383
0,0,0.00018781423568725586
0,0,0.00018423795700073242
0,0,0.00017303228378295898
0,0,0.0001723766326904297
0,0,0.00017189979553222656
0,0,0.00017303228378295898
0,0,0.00017565488815307617
0,0,0.0001774430274963379
0,0,0.00017768144607543945
0,0,0.00017768144607543945
0,0,0.0001780390739440918
0,0,0.00018090009689331055
0,0,0.00018042325973510742
0,0,0.00018066167831420898
0,0,0.00018006563186645508
0,0,0.0001774430274963379
0,0,0.00017434358596801758
0,0,0.00017279386520385742
0,0,0.00017154216766357422
0,0,0.00017058849334716797
0,0,0.00017058849334716797
0,0,0.0001742243766784668
0,0,0.00017946958541870117
0,0,0.00018292665481567383
